"person_id","obs_id","sex","site","age_estimated","height_cm","weight_kg"
10535,"r6zvy","f","Moseten",71.3,145.9,55.8
1600,"7x63j","m","Moseten",76.2,163.4,68.4
11814,"7wl7n","m","Moseten",60,156.2,53.5
31422,"6hyh7","f","Moseten",44.9,150.5,59.9
9204,"vxcpi","f","Moseten",42.9,161,61.2
526,"4zxs0","m","Moseten",42.6,160.7,74.6
10016,"27dq3","f","Moseten",43.4,150,66.4
30950,"u5e6j","m","Moseten",41.9,167.3,77.7
22594,"l1nql","f","Moseten",51.2,150.7,65.4
7727,"9iqnu","f","Moseten",43.6,151.1,81.8
1252,"p7p7o","m","Moseten",41.7,165.2,63.3
121,"rpma9","f","Moseten",43.6,157.4,68.8
29683,"mktg0","m","Moseten",61.1,153.2,71.2
17753,"fuq1k","f","Moseten",42.1,153,64.2
24890,"ziak0","m","Moseten",84.1,163.8,70.5
1784,"qomrw","m","Moseten",70.4,160,78.1
16214,"jhalr","m","Moseten",68,161.1,66.4
13570,"7y0hd","f","Moseten",62.2,147.9,64.6
21386,"t1h1g","f","Moseten",72.5,145.7,51.4
12856,"amdef","f","Moseten",66.5,157.4,65
6092,"2rl7l","m","Moseten",45,160.5,65.7
20978,"y6ttp","m","Moseten",60.2,161,65.2
7592,"tgm3p","m","Moseten",44.5,157.3,77.5
12503,"wsp76","m","Moseten",69.2,162.5,83.1
27062,"kojd8","m","Moseten",43.5,163.8,75.6
32327,"s3h7k","f","Moseten",46.1,151.8,76.6
7194,"liyqc","f","Moseten",45.1,149.4,52.6
14331,"z3rsv","m","Moseten",44.6,168.1,62.8
22019,"w9isn","m","Moseten",55.1,160.8,59.9
31777,"y40ay","m","Moseten",46.6,174.1,84.3
15909,"llont","f","Moseten",47.8,148.8,55.5
2967,"g2af4","f","Moseten",42.3,159,74.5
27336,"exa76","f","Moseten",45,153,59.2
22657,"w506c","m","Moseten",60,154.5,62.6
31155,"jcsly","m","Moseten",44.5,158.2,66.3
29824,"mmop6","f","Moseten",48.1,154.3,65.8
29619,"amcyd","m","Moseten",47.3,157.8,60.4
4611,"lv4v4","m","Moseten",78.1,155.3,67.1
24777,"p7gqs","m","Moseten",47,165.3,82.5
29866,"zxk2m","f","Moseten",66.7,145.6,48.6
10038,"4p83i","m","Moseten",43.1,158.5,NA
15363,"s1bo2","m","Moseten",42.7,156.3,71.7
13568,"0t3qr","m","Moseten",47.1,155.4,67.3
25346,"e4w83","m","Moseten",60.1,163.4,70.3
5869,"ic4gy","f","Moseten",62.5,149.5,59
21648,"xbxyy","m","Moseten",48.1,162.4,74.3
28262,"52dew","m","Moseten",67.8,154.2,61
30747,"iqr9q","f","Moseten",63.2,146.3,57
31570,"uwi0r","f","Moseten",57.1,146.5,63.8
8777,"5i68p","f","Moseten",60.6,149,63.3
22190,"17edi","m","Moseten",69.2,163.6,57.4
1826,"ucjs1","f","Moseten",58.1,154.6,61.9
8432,"riv59","f","Moseten",45.9,150.1,66.4
1964,"1d0oj","m","Moseten",45.1,167.5,75.5
17490,"hj18r","m","Moseten",60.7,160.4,78.6
19905,"i8wrb","f","Moseten",48.5,155,82.1
5521,"6tsbp","m","Moseten",46.3,159,91
11814,"a4n2w","m","Moseten",63.4,156.1,51.2
19638,"0azbp","f","Moseten",55.8,149.5,59.6
5934,"xu7sc","m","Moseten",53,169,68.6
7947,"bmj56","f","Moseten",50.9,147.3,50.9
21982,"pdla0","f","Moseten",54.6,151.5,60.5
31195,"gqkng","m","Moseten",50.5,160,76.2
3634,"ktwog","m","Moseten",64.4,159.7,73.2
7661,"cfe1o","f","Moseten",58.7,145.6,74.8
30891,"ox2h5","f","Moseten",50.8,156.1,74.3
14005,"611ga","f","Moseten",52.9,154,64.7
6739,"jcc0d","m","Moseten",58.3,151.2,54.9
3746,"cf1ue","f","Moseten",52.8,156.1,74.3
215,"7suyj","m","Moseten",55.6,160.3,54.9
16477,"q3foy","m","Moseten",52.9,159.6,57
31422,"f6oq1","f","Moseten",48.4,151.1,58.1
29130,"vczgr","f","Moseten",69.2,146,58.1
16323,"8r86o","m","Moseten",66.4,151.5,59.3
17954,"01bxc","f","Moseten",63.7,139.5,52.7
6898,"liuts","m","Moseten",60.5,166.3,64.6
18243,"c5phd","f","Moseten",58.8,151.3,60.2
20116,"qjbsa","f","Moseten",52.1,148.5,49.7
16925,"huk0x","f","Moseten",73.1,144.8,57.6
10138,"g9ot8","f","Moseten",51.6,152.7,60.9
21410,"ayp5x","f","Moseten",70,141,48.7
21984,"580j5","m","Moseten",65.4,155.5,81
20346,"wfot5","m","Moseten",64.6,152,74.4
32242,"gzrmb","f","Moseten",60.7,142.5,73.3
12642,"o5mdi","m","Moseten",46.6,168.9,73.6
20086,"n3zg7","f","Moseten",43,152.1,53.8
9204,"6ao00","f","Moseten",46.4,162,67.2
9989,"n2f5g","f","Moseten",62.3,151.8,57.7
28897,"ffkfo","f","Moseten",59.6,146.8,46.7
32258,"wq5ds","m","Moseten",55,160,63.1
2784,"6lpr0","f","Moseten",54.5,149.3,65.7
5616,"ptgch","f","Moseten",72.2,143.5,47.4
29308,"gyz07","f","Moseten",47.5,150.2,63.8
28288,"42q6k","m","Moseten",58.6,159,73.7
17761,"euyzx","f","Moseten",52.6,152.7,71.5
16347,"zryax","f","Moseten",65.6,146,44
28961,"3mzh1","f","Moseten",50.8,151.6,65.8
28227,"nxyi6","m","Moseten",50.6,162,52.4
16834,"eb4gx","m","Moseten",80,160,66.3
15613,"rjou6","f","Moseten",71,148,42
23029,"hoaoh","f","Moseten",65.9,144.3,54.3
7358,"uvt7n","m","Moseten",57.3,168.8,81.6
25729,"o5vdk","m","Moseten",55.3,159.3,62
19628,"wnjug","f","Moseten",50.3,148.8,60.5
29145,"m372i","m","Moseten",54,155,59.6
22349,"jyj6s","f","Moseten",47.5,154.5,62.5
21846,"6lzuj","m","Moseten",66.7,157.5,66.3
29298,"ovraw","f","Moseten",61.1,149,64.8
10785,"0durb","m","Moseten",55.3,160.8,71.9
21339,"duv8e","f","Moseten",49.5,142.1,48.1
23133,"a4a8l","m","Moseten",53.3,163,61.5
14043,"5muwb","f","Moseten",49.9,149,75.6
16579,"t5ylk","m","Moseten",67.5,151.6,59.2
16241,"r2kli","f","Moseten",58.2,151,53.7
20776,"jkvrv","f","Moseten",49.1,155.7,NA
5094,"gdukw","m","Moseten",45.7,159.7,55.2
31836,"k2h9b","m","Moseten",58.8,159,76.3
29965,"dltnc","f","Moseten",51.8,149.2,62
1431,"u9n91","m","Moseten",83.4,146,50.3
24099,"2xgqi","f","Moseten",77.7,146.7,43.9
14467,"in6h6","m","Moseten",73.7,156.2,57.9
534,"dxzjy","f","Moseten",68.1,146.7,40.4
29809,"nku00","m","Moseten",76.7,161,58
1016,"r7kyz","f","Moseten",70.1,148,58.1
27381,"xtp3f","m","Moseten",68.7,156.7,55.9
16955,"ckyxa","f","Moseten",65.1,138.9,34.7
13073,"lpdoz","m","Moseten",54,166.5,89.7
23705,"11dpe","f","Moseten",39.7,NA,56.2
5258,"poclc","f","Moseten",24.8,NA,80.1
11504,"eubke","f","Moseten",56.5,161.5,73.5
16013,"3knqp","f","Moseten",68.8,144,37.1
15293,"mwdcr","f","Moseten",64.5,149.5,65.2
9415,"9trrv","m","Moseten",50.4,163.4,76.8
7714,"t6uou","m","Moseten",70,156.3,48.5
5344,"i3t2b","f","Moseten",76.6,147,32.5
10121,"n6xgu","f","Moseten",80.9,142.1,39.7
22903,"l7rhm","f","Moseten",57.7,143.3,58.4
15437,"yovt7","m","Moseten",53.8,156,47.9
13396,"o48fq","f","Moseten",65.8,147.1,54.6
30987,"qqodb","m","Moseten",9.7,NA,58.7
2801,"w01zv","m","Moseten",75.9,159.4,56
594,"e71zx","f","Moseten",67.6,149,71.5
8473,"9165h","f","Moseten",65.4,152.5,66.2
18298,"zlt3j","m","Moseten",64.9,158.8,59.5
7927,"4ik1n","f","Moseten",62,147.2,51.6
8050,"seyor","m","Moseten",50.8,166.1,71.1
4,"ghtqo","f","Moseten",46.3,145.5,54.4
16,"l3ltu","f","Moseten",55.2,154,68.6
31401,"tzgl5","f","Moseten",54.6,151,58.8
19892,"qmnd4","m","Moseten",66.4,160.2,64.3
29836,"547q7","f","Moseten",62.3,147.2,62
27468,"j1lwm","m","Moseten",82.5,156,65.4
8192,"isah5","f","Moseten",55.3,145.9,55.1
23360,"9rr3c","f","Moseten",78.9,137.4,55.4
19569,"vmaop","m","Moseten",59.1,158.7,73.8
20048,"lqqp6","m","Moseten",68.6,151.5,53.1
11626,"iwlgx","f","Moseten",65.4,149.5,51.6
26065,"p4ga0","m","Moseten",78.6,157.6,61.9
709,"ejady","f","Moseten",70.6,153.9,50.2
23645,"nhb5q","m","Moseten",69.8,157,72.4
25747,"x41ka","f","Moseten",65.4,152,47.7
17597,"3xbyx","m","Moseten",51,168,81
27536,"thf2s","f","Moseten",46.3,155.2,93.3
3917,"uu157","f","Moseten",48.3,150.5,55.3
11535,"c88ty","m","Moseten",63,163.1,68.1
5339,"61ew6","f","Moseten",58.2,147.5,53.1
1308,"q202q","m","Moseten",51.3,158.1,59.4
168,"jhw4t","m","Moseten",67.3,151,49.1
16185,"bnngc","f","Moseten",75.9,152.5,75.2
2751,"5crq5","m","Moseten",60.9,157.1,64
5550,"ybokc","f","Moseten",54.5,152,67.9
3473,"jpenh","f","Moseten",73.1,150,49.9
17574,"z57ls","m","Moseten",53.5,163.6,56.6
1694,"ouf63","f","Moseten",49.3,157.2,54.4
14682,"q0ql2","m","Moseten",53.6,153.5,54.8
30714,"0x92e","f","Moseten",66.5,153,85.3
7726,"9tkm4","m","Moseten",51,164.9,76.3
23658,"ywa80","f","Moseten",46,150,63.9
10212,"kuh4x","m","Moseten",71.9,157.6,55.7
31904,"wdj0z","m","Moseten",50.7,157.1,69.3
26056,"lla5m","m","Moseten",50.1,159,56
1283,"g82x2","f","Moseten",75.8,141.2,NA
8074,"0zkc4","f","Moseten",68.3,152,54.4
18880,"m8jo4","m","Moseten",68.8,153.4,53.1
3116,"f8f1o","f","Moseten",62.7,156.6,45.2
9892,"aetnl","m","Moseten",61.8,170.6,72.1
10597,"j8op2","f","Moseten",51.9,151.5,66.7
9506,"j11sr","m","Moseten",76.2,169.5,89
15830,"mvu75","f","Moseten",50.2,149,49.8
23673,"ywv5c","m","Moseten",54.8,159.2,82.5
15542,"exrjh","f","Moseten",52.3,159.3,59.4
7902,"3ltiv","f","Moseten",63.1,150.7,73.1
6884,"xv00p","m","Moseten",59.3,148.5,48.8
3565,"57as2","f","Moseten",47,153.2,68
8349,"fv6i1","m","Moseten",61.6,164,69.7
28872,"xjs3w","f","Moseten",56.4,144.1,52
25513,"x6rx7","f","Moseten",86.2,146.2,58.4
11533,"6b34z","f","Moseten",63,150.5,52
29018,"0kawt","f","Moseten",47.4,151.5,66.8
30349,"cr9r4","m","Moseten",57.7,155.4,49.8
19696,"xb3nw","f","Moseten",52.8,152.5,53.9
1123,"k8ctf","m","Moseten",65.9,156,65
24613,"q1yv5","f","Moseten",60.5,160.6,55.5
18667,"uvs8a","f","Moseten",75.4,144.2,52.6
1081,"lpoj0","m","Moseten",70.7,157.4,52.6
23482,"9s2dr","f","Moseten",31.4,159,57.5
13196,"xe5an","f","Moseten",29.6,153.2,54.7
14145,"8ru7z","m","Moseten",66.7,153,51
17415,"6trrt","f","Moseten",56.2,148,72.1
10789,"94max","f","Moseten",54.9,147.1,46.9
21079,"1y5bm","f","Moseten",52,144.4,62.1
13179,"emhzb","m","Moseten",52.4,160,70.7
10016,"7fjb6","f","Moseten",46.9,151.2,71.5
27062,"yh8gc","m","Moseten",47.1,163.5,78.8
21744,"lex58","f","Moseten",44.5,147.6,82.7
23560,"j3960","f","Moseten",53.3,154.5,70.9
14472,"4phu8","m","Moseten",51.6,167,91
5,"868in","f","Moseten",49.3,150.7,67.3
3026,"y63m3","f","Moseten",45.5,158.5,61.1
6192,"8663z","m","Moseten",44.2,162.5,70.8
10289,"d16as","f","Moseten",44.1,154.2,97.4
12708,"35kjv","f","Moseten",46.7,150.5,55.1
22566,"yk3bz","f","Moseten",75.2,149.5,52.7
22594,"kvqrx","f","Moseten",54.8,150.3,65.2
3996,"ua3n7","m","Moseten",50.3,164.7,65.1
22070,"k0xfz","m","Moseten",51.7,167,71.1
23569,"mimb7","m","Moseten",64.5,162,64.5
26079,"cybsd","f","Moseten",60.3,146.4,47.1
29092,"s0tdx","m","Moseten",57.7,152.2,55.1
10181,"k5cyp","f","Moseten",53.9,150.2,58.7
27690,"scxec","m","Moseten",49.5,160.5,68
2090,"oxrlj","m","Moseten",66.2,155,55.4
31191,"thm45","f","Moseten",63.8,152.1,58
8731,"loi8o","m","Moseten",73,152.5,55.6
3217,"2p37s","f","Moseten",66.6,148.8,45.9
23474,"3ioz3","f","Moseten",67.1,143,45.5
11014,"v6ukl","m","Moseten",66.8,168.7,72.4
30153,"86rnq","f","Moseten",71.5,142.5,62.7
12813,"1gu3h","m","Moseten",71.2,161.6,72.9
25701,"ch6kt","f","Moseten",34.8,147.2,50.2
8006,"m7pe0","m","Moseten",78.2,147.7,52.5
21122,"kdam1","f","Moseten",71.6,148.8,49
29816,"cxbj0","m","Moseten",52.2,160.1,59.6
22489,"krdj4","m","Moseten",68,166.1,96.9
19840,"6hg91","f","Moseten",63.9,138.3,58.2
4244,"ziwyt","f","Moseten",73.7,145.5,36.1
8820,"zlo0y","m","Moseten",72.7,160.5,62.8
22114,"8f9y1","m","Moseten",53.9,164.7,64.6
21064,"15wm6","m","Moseten",50.5,165.5,71.1
2614,"2jr4u","f","Moseten",44.3,151,64.4
32251,"g8mqo","f","Moseten",68.7,145.8,44.6
2408,"crsb2","f","Moseten",64,154,49.8
26122,"0nbwi","f","Moseten",46,151.3,71
22277,"7e0mm","m","Moseten",58.6,167.5,67.7
18896,"v3u5z","f","Moseten",53.8,152.2,56.9
6759,"jyqt0","f","Moseten",63,154.6,NA
5320,"1a6mw","m","Moseten",62.9,169.2,64
31601,"dr26q","m","Moseten",48.5,158.3,62.4
18447,"bwi52","m","Moseten",74,162.5,59.9
15519,"4tblm","f","Moseten",67.7,152.5,67.1
22290,"eaiq2","m","Moseten",63.2,162,56
7727,"1jlmh","f","Moseten",47.1,151.5,86.2
1252,"fvsz9","m","Moseten",45.3,165.5,64.2
11287,"kx2qp","f","Moseten",45.9,154.4,68.1
24102,"kr8ak","m","Moseten",50.5,165.5,69
121,"or3r3","f","Moseten",47.1,158.5,72
22104,"prta5","f","Moseten",60.1,139,63.7
478,"t9h0y","m","Moseten",60.4,167,84.4
21236,"ul91i","m","Moseten",76.6,160.5,85.5
3537,"9pqrt","f","Moseten",60.9,152.2,63
11282,"bpafg","m","Moseten",61.7,156.5,59.9
8607,"o0xsw","m","Moseten",47.9,160.3,56.3
20364,"iqh2b","f","Moseten",89.6,142.3,46.6
28384,"ynztx","f","Moseten",51.9,141,55.4
8692,"y79u7","f","Moseten",52.5,143,61.4
16666,"8eohs","f","Moseten",28.2,148.7,66.3
22661,"r8rk7","f","Moseten",49.7,147.5,58.3
5915,"jcv2s","f","Moseten",11.2,130.9,33
25149,"q2d1g","m","Moseten",53.5,167.5,NA
31479,"zdhag","f","Moseten",53,NA,49.6
11032,"qutuh","m","Moseten",51.7,NA,64.9
22139,"5fbzc","f","Moseten",50.9,145.5,63
15294,"w6bff","m","Moseten",65,163.5,87.9
7396,"uv2s4","f","Moseten",61.3,142,63
17602,"u8fc4","f","Moseten",57.2,153.3,77.5
6439,"16b3z","f","Moseten",49.6,153.1,79.2
17810,"xp961","m","Moseten",76.7,150,55.9
13444,"mqlkx","m","Moseten",61.5,160.5,58
27615,"b7mue","f","Moseten",52.9,143.5,47.1
32174,"29v6p","m","Moseten",73,152.6,46.6
1784,"ksqjd","m","Moseten",73.9,159.9,75.9
12856,"ie98v","f","Moseten",70.1,157.5,57
7007,"afb42","f","Moseten",67.5,141,68.6
1311,"39az8","m","Moseten",74.2,151.8,63.8
5416,"iu090","f","Moseten",71.6,147.4,65.4
12490,"f697h","m","Moseten",77.4,156,52.5
11422,"0yeul","f","Moseten",53.5,145.3,66.1
4124,"6ptze","m","Moseten",64.9,182.5,85.2
10715,"owieh","f","Moseten",60,151,81.2
18370,"nq78h","m","Moseten",54.3,157,64.9
11494,"2pumk","m","Moseten",56.9,162,54.5
1866,"5r7b6","f","Moseten",55,151,57.7
17168,"5m3ff","m","Moseten",55.1,160,64.2
20743,"rg8d3","m","Moseten",46.5,158.1,67
5820,"4942g","f","Moseten",45.9,159.7,79.8
6092,"6rrt3","m","Moseten",48.6,160,64.9
1780,"0rm18","m","Moseten",76.7,147.2,46.1
17025,"yh8zr","f","Moseten",59.7,163,48
13349,"v9r65","f","Moseten",80.9,NA,41.7
2396,"w7qzm","m","Moseten",62.5,143,40
27942,"ocn7y","m","Moseten",47.4,167.3,95.1
7312,"amk23","f","Moseten",52.3,147,54.4
11275,"zy0bp","m","Moseten",51.8,166.3,64.6
8880,"488bp","f","Moseten",45.9,143.6,88.6
31861,"8c2yk","f","Moseten",50.4,166,82.9
23379,"nsnat","f","Moseten",46.9,151,80.6
23682,"hfoy9","m","Moseten",70.2,153,48.5
11095,"3e6mu","f","Moseten",57.2,147,71.5
13430,"d9lzz","m","Moseten",52.1,163.3,61.5
31092,"dnbhh","m","Moseten",52.2,158.5,62.1
25442,"pdjje","f","Moseten",50,160.5,81.9
27752,"m0okq","m","Moseten",68.7,146,48.1
29099,"hmobk","m","Moseten",68.4,160.7,70.9
4755,"nldza","f","Moseten",63.6,151.5,57.5
18942,"ca19m","m","Moseten",62.5,160.5,66.8
21916,"s6yu8","m","Moseten",53.1,162.3,84.5
14006,"lj6dy","f","Moseten",49.5,156.5,74.3
5367,"bprsf","f","Moseten",57.9,152.2,77.9
20279,"ssa3i","m","Moseten",29.2,156.3,60.7
30898,"l1011","m","Moseten",55.4,169.8,52.9
10547,"mskfx","f","Moseten",43.5,NA,83.2
632,"1mkf6","f","Moseten",78.2,141.6,48.4
31185,"ndkh9","m","Moseten",65.4,157.2,62.1
16906,"0rwma","f","Moseten",67.2,146,59.9
20937,"2e8zm","f","Moseten",58.1,153,74.2
18076,"1f45l","f","Moseten",81.9,134.6,36.2
29847,"6w9nc","m","Moseten",80.9,157.7,53.8
27053,"s4vkt","f","Moseten",75.2,158.2,56.4
11952,"tttaf","f","Moseten",73.5,150.5,54.7
8,"j3n57","m","Moseten",53,169.1,61.6
11591,"nij37","m","Moseten",58.9,158.5,57.1
30689,"7lo7a","f","Moseten",56.4,145.2,48.5
12503,"48v0i","m","Moseten",72.8,162,86.1
13570,"f725i","f","Moseten",65.8,148.2,66.4
6651,"si9wq","m","Moseten",74.8,151,51.4
27575,"lpr40","m","Moseten",57.8,162.5,63.9
32327,"1d75q","f","Moseten",49.8,152,78.2
17791,"3gh7b","f","Moseten",86.9,143.2,57.4
19759,"ajgqj","f","Moseten",71.8,141.3,40
28817,"brgfu","m","Moseten",59.8,156,55.4
19427,"0r79j","f","Moseten",53.8,146,54.1
17216,"s5jxc","m","Moseten",63.6,163.2,71.5
1147,"1g33f","f","Moseten",52.8,153.5,44.7
10118,"4jcm0","m","Moseten",56.8,162.5,73.3
31368,"o1g7c","m","Moseten",55.7,141.5,34
17109,"lo3lj","f","Moseten",45.8,NA,71.8
876,"sd5wh","m","Moseten",59.8,157.6,70.3
18433,"hcpc9","f","Moseten",56.7,153.5,67.7
32246,"rvuzj","f","Moseten",66.9,146.6,63.9
1649,"o5ib9","f","Moseten",55.1,139.2,66.6
12866,"j7xb6","f","Moseten",74.8,143,60.6
23730,"jvo6q","m","Moseten",69.6,160,63.6
30284,"m5u9g","m","Moseten",52.1,163.5,68.9
24031,"sn2o3","f","Moseten",52.2,152.5,88.2
6765,"v7q9s","f","Moseten",28.8,NA,87.4
16218,"qggdz","m","Moseten",69.8,157.7,65.1
12005,"u2ol9","f","Moseten",48.8,154.7,70.6
24750,"usiho","m","Moseten",53.5,161.1,65.4
18307,"xxcwz","m","Moseten",44.8,165.2,67.8
16224,"z9kbg","f","Moseten",67.2,137.3,50.4
12388,"pkq82","f","Moseten",77.1,138.7,45.3
7194,"t461f","f","Moseten",48.8,143.6,52.8
13955,"zgty9","m","Moseten",73.8,161.8,70.5
28583,"ck09l","m","Moseten",56.2,152.2,47.3
14022,"6recy","m","Moseten",53.1,165.6,93.9
32314,"fh2hy","f","Moseten",44.8,151.1,56.9
26439,"60ymc","f","Moseten",68.6,144,56.4
15143,"h7roj","f","Moseten",48.8,149.5,80.4
20185,"np031","f","Moseten",51.8,NA,59.9
28218,"v2r90","m","Moseten",66.4,169.5,NA
25360,"n0s2c","f","Moseten",63.8,150,68.3
4348,"s5m41","f","Moseten",52.8,147,66.6
26818,"6fzvn","m","Moseten",73.8,162.2,59.2
18683,"q0fdh","f","Moseten",72.3,145.1,55.6
2839,"16vff","f","Moseten",45.8,155.5,NA
3024,"vdx71","m","Moseten",71.8,157.5,66.3
27818,"3gahi","f","Moseten",65.8,144.5,58
15381,"h71ei","f","Moseten",66.8,141.5,54.7
26599,"edxmj","m","Moseten",12.8,NA,40.2
15616,"zbnfx","m","Moseten",57.8,161,68.3
9402,"tpxqo","f","Moseten",54,148.5,75
22019,"8wfsw","m","Moseten",58.8,161,61.5
12072,"l2i4p","f","Moseten",57.3,153.5,63
17609,"7x1l6","m","Moseten",6.8,117.4,NA
19588,"9218d","m","Moseten",54.8,164.5,73.3
16455,"ecuni","f","Moseten",64.9,145.5,60.7
24793,"aksvg","m","Moseten",42.8,153,51
23651,"1cvmd","m","Moseten",46.8,172.5,81.3
16980,"3tcoc","f","Moseten",43.8,153,99.7
4371,"6r47g","m","Moseten",45.8,172,74.1
27058,"cbiww","f","Moseten",71.5,144.8,48.6
18586,"q7aw8","m","Moseten",69.8,153,68.4
10734,"6x1du","m","Moseten",80.8,150.5,46.7
25380,"47kne","f","Moseten",71.3,143.2,58.4
8827,"blpsp","m","Moseten",89.4,156,65
26933,"yjti8","m","Moseten",47.8,161.2,76.8
1585,"tjsu9","f","Moseten",46,148.7,80.2
21729,"8lav5","m","Moseten",64.1,166.7,81.5
12886,"ewpk6","f","Moseten",57.4,155.1,60.4
16061,"lmi74","f","Moseten",45.8,152,82.8
18691,"ofxnf","m","Moseten",45.8,150,64.2
22325,"m73bz","m","Moseten",70.8,170,75.7
25027,"jekp7","f","Moseten",56,151,66.4
27912,"h99au","m","Moseten",59.1,157.2,58.6
13363,"ban72","f","Moseten",45.8,147,50.4
20978,"1bk6h","m","Moseten",63.9,160.5,61.9
24811,"yvoha","f","Moseten",60.9,156,62.5
31777,"568c3","m","Moseten",50.3,174.6,90.7
1338,"d5ouz","f","Moseten",50,155,74.2
18301,"cl85a","f","Moseten",64.8,139.5,42
22620,"ucdf6","m","Moseten",51.8,163,58.2
20863,"x0n66","f","Moseten",5.8,115,NA
4479,"5av14","m","Moseten",76.7,158.8,51.5
31444,"vr2sx","f","Moseten",57.7,147.2,62.2
15443,"9gdmq","f","Moseten",59.2,156.5,79.3
30271,"qpkvt","m","Moseten",58.8,167,81
28028,"2zouf","m","Moseten",53.7,165.2,55.6
19957,"tthvz","f","Moseten",53.5,145.5,53.5
14971,"v3lw8","f","Moseten",71.8,140.8,41
16214,"p7p44","m","Moseten",71.7,161.5,66.5
362,"24x7r","m","Moseten",65.3,159,68.6
19305,"dvpep","m","Moseten",65.7,149.6,58.5
19109,"tehbv","m","Moseten",67.9,161.5,63.1
28074,"aq73t","f","Moseten",45.7,153.5,58
17951,"jfc34","m","Moseten",61.3,151,46
5170,"op04r","m","Moseten",0.8,NA,71.5
20913,"vjpj9","f","Moseten",69.6,146,56.6
25346,"wl43s","m","Moseten",63.8,163.5,72.7
28980,"kn656","f","Moseten",60.6,149.2,64
17517,"qkddh","m","Moseten",52.3,164.5,48.8
31714,"573js","f","Moseten",44.7,154.3,72.9
9790,"l8hm4","f","Moseten",67.8,148,50
2679,"f3bjl","f","Moseten",67.8,144,53.5
17973,"6qupm","m","Moseten",57.9,160,55.8
17612,"1rrf3","f","Moseten",61.2,147.2,79.7
28948,"w589c","m","Moseten",59.3,155.4,70.3
12605,"xn2tj","f","Moseten",59,148,86
15363,"fict2","m","Moseten",46.4,156.5,74.5
13454,"fi4yv","m","Moseten",54.8,169.3,78.8
5177,"yvk9i","f","Moseten",62.2,150,54.3
14181,"hx4fu","m","Moseten",65.8,158,73.5
20797,"p630b","m","Moseten",68.7,165.3,64.4
9458,"z2kai","f","Moseten",64.3,152,64.4
5526,"2fmdf","m","Moseten",48.7,162.4,83.4
13025,"dl9wj","f","Moseten",45.3,155.2,71.6
5469,"lra7v","f","Moseten",46.2,158.5,82.2
20078,"wlr95","m","Moseten",51,158.2,68.2
17638,"l0k92","m","Moseten",45.9,165.5,72.9
26659,"qeola","m","Moseten",69.9,161.3,65
27220,"70wnn","f","Moseten",55.3,150,62
7105,"antv7","m","Moseten",48.8,161.6,90.8
18781,"8bsmp","m","Moseten",47.2,170,79
32229,"jeyms","m","Moseten",50.6,162.5,79.1
17324,"76t63","m","Moseten",47.3,158.5,63.1
13568,"0jvie","m","Moseten",50.9,155,62.9
1586,"3a53o","f","Moseten",46.2,145,78.5
4123,"o9r3b","f","Moseten",47.2,150.5,56.3
8447,"1dv4q","m","Moseten",57.9,158.2,64.7
22117,"1yj4h","m","Moseten",61.5,160.5,75.6
28462,"e30zn","f","Moseten",51.3,152.5,91.8
2433,"07ncn","m","Moseten",54.8,163.5,81.1
28665,"tiuwe","f","Moseten",82.6,NA,52.9
10857,"g74vd","f","Moseten",81.1,141.2,42.2
24440,"bws5p","m","Moseten",78.2,156.5,48.9
14255,"el5pz","m","Moseten",69.1,150.1,51.2
4604,"5bgjl","m","Moseten",0.8,NA,55
25610,"0nvtp","m","Moseten",10.3,150.3,56.3
8324,"69b2e","f","Moseten",42.9,149.2,43
31946,"8lzax","m","Moseten",47.9,166.6,64
18488,"j8z6j","m","Moseten",68,162.5,83.4
12216,"drdbg","f","Moseten",47.9,155.3,69.3
16762,"pb9cn","m","Moseten",48.6,160,60.8
2566,"akciy","f","Moseten",50.1,148,67
29824,"pj0my","f","Moseten",51.8,154,63.7
10038,"tz8bd","m","Moseten",46.8,159.7,63.7
15909,"13h6r","f","Moseten",51.6,148.2,52.5
29866,"7yama","f","Moseten",70.4,145.4,50.7
31155,"x0c0t","m","Moseten",48.2,157.6,63.6
29619,"xymdc","m","Moseten",51,158.3,59.7
27336,"7u647","f","Moseten",48.7,153.1,56.6
20756,"zihbv","m","Moseten",61.3,159.5,57.6
10689,"9bnjh","m","Moseten",56.3,165,67.3
7389,"zcygc","m","Moseten",68.1,158,52.7
12732,"3hhvo","f","Moseten",46.2,152.2,62.5
29320,"t7374","m","Moseten",46.7,162,70.7
23953,"aod5j","m","Moseten",49.3,160,69.9
2318,"8njpy","f","Moseten",45.1,145.3,60.4
26184,"p95m9","m","Moseten",41.9,160,71.6
23165,"um5xj","f","Moseten",49.9,155.6,64.5
24347,"v4x7i","m","Moseten",53.6,155.7,83.3
21774,"lgzhi","f","Moseten",51.9,150,66.5
27038,"r826p","m","Moseten",56.9,164.2,68.5
