DeID,Gender,BirthYear,BirthMonthapprox,YearAnth,SeasonAnth,SpecificSeasonAnth,Heightcm,Weightkg
AA010103,m,2005,12,2017,Dry,1,,
AA010103,m,2005,12,2017,Rainy,2,,
AA010103,m,2005,12,2018,Dry,3,145,45.8
AA010103,m,2005,12,2018,Rainy,4,152,49
AA010103,m,2005,12,2019,Dry,5,152,50
AA010103,m,2005,12,2019,Rainy,6,158.3,55
AA010107,f,2009,12,2017,Dry,1,,
AA010107,f,2009,12,2017,Rainy,2,125,27
AA010107,f,2009,12,2018,Dry,3,127.5,27
AA010107,f,2009,12,2018,Rainy,4,129,30
AA010107,f,2009,12,2019,Dry,5,131,31
AA010107,f,2009,12,2019,Rainy,6,134.5,35
AA010109,m,2004,1,2017,Dry,1,139.5,28
AA010109,m,2004,1,2017,Rainy,2,142,24
AA010109,m,2004,1,2018,Dry,3,143.5,28
AA010109,m,2004,1,2018,Rainy,4,147.5,33
AA010109,m,2004,1,2019,Dry,5,150,37
AA010109,m,2004,1,2019,Rainy,6,154.6,35
AA010110,m,2007,4,2017,Dry,1,122.5,12
AA010110,m,2007,4,2017,Rainy,2,125.2,22
AA010110,m,2007,4,2018,Dry,3,127,21
AA010110,m,2007,4,2018,Rainy,4,130.3,24
AA010110,m,2007,4,2019,Dry,5,132,25
AA010110,m,2007,4,2019,Rainy,6,133.3,23
AA010111,f,2012,8,2017,Dry,1,91.5,12
AA010111,f,2012,8,2017,Rainy,2,94,13
AA010111,f,2012,8,2018,Dry,3,97,12
AA010111,f,2012,8,2018,Rainy,4,100.3,14
AA010111,f,2012,8,2019,Dry,5,103,16
AA010111,f,2012,8,2019,Rainy,6,106,14
AA010112,f,2018,2,2017,Dry,1,,
AA010112,f,2018,2,2017,Rainy,2,,
AA010112,f,2018,2,2018,Dry,3,,
AA010112,f,2018,2,2018,Rainy,4,,
AA010112,f,2018,2,2019,Dry,5,62,6
AA010112,f,2018,2,2019,Rainy,6,,
AA010115,m,2004,4,2017,Dry,1,146,37
AA010115,m,2004,4,2017,Rainy,2,149.5,38.2
AA010115,m,2004,4,2018,Dry,3,152.6,40
AA010115,m,2004,4,2018,Rainy,4,,46
AA010115,m,2004,4,2019,Dry,5,160,46
AA010115,m,2004,4,2019,Rainy,6,162.3,50
AA010116,m,2019,1,2017,Dry,1,,
AA010116,m,2019,1,2017,Rainy,2,,
AA010116,m,2019,1,2018,Dry,3,,
AA010116,m,2019,1,2018,Rainy,4,,
AA010116,m,2019,1,2019,Dry,5,48,4
AA010116,m,2019,1,2019,Rainy,6,,
AA010118,f,2008,4,2017,Dry,1,132,26
AA010118,f,2008,4,2017,Rainy,2,136,25.4
AA010118,f,2008,4,2018,Dry,3,139.4,30
AA010118,f,2008,4,2018,Rainy,4,,
AA010118,f,2008,4,2019,Dry,5,143.5,35
AA010118,f,2008,4,2019,Rainy,6,145,35
AA010119,f,2016,12,2017,Dry,1,75,10
AA010119,f,2016,12,2017,Rainy,2,80,10
AA010119,f,2016,12,2018,Dry,3,,
AA010119,f,2016,12,2018,Rainy,4,,
AA010119,f,2016,12,2019,Dry,5,90,15
AA010119,f,2016,12,2019,Rainy,6,,
AA010123,m,2004,3,2017,Dry,1,164.1,55
AA010123,m,2004,3,2017,Rainy,2,,55
AA010123,m,2004,3,2018,Dry,3,,56.7
AA010123,m,2004,3,2018,Rainy,4,,56
AA010123,m,2004,3,2019,Dry,5,,60
AA010123,m,2004,3,2019,Rainy,6,,
AA010124,m,2006,10,2017,Dry,1,138,39
AA010124,m,2006,10,2017,Rainy,2,142,36
AA010124,m,2006,10,2018,Dry,3,144.5,39.1
AA010124,m,2006,10,2018,Rainy,4,150,42
AA010124,m,2006,10,2019,Dry,5,153,49
AA010124,m,2006,10,2019,Rainy,6,,48
AA010125,m,2017,5,2017,Dry,1,,
AA010125,m,2017,5,2017,Rainy,2,51,5.8
AA010125,m,2017,5,2018,Dry,3,67,8.4
AA010125,m,2017,5,2018,Rainy,4,74,8
AA010125,m,2017,5,2019,Dry,5,79,10
AA010125,m,2017,5,2019,Rainy,6,82.5,10
AA010129,f,2002,11,2017,Dry,1,,
AA010129,f,2002,11,2017,Rainy,2,,
AA010129,f,2002,11,2018,Dry,3,,
AA010129,f,2002,11,2018,Rainy,4,,
AA010129,f,2002,11,2019,Dry,5,,
AA010129,f,2002,11,2019,Rainy,6,,
AA010130,f,2004,12,2017,Dry,1,149.5,40
AA010130,f,2004,12,2017,Rainy,2,150.5,38
AA010130,f,2004,12,2018,Dry,3,153.2,41.2
AA010130,f,2004,12,2018,Rainy,4,154,43
AA010130,f,2004,12,2019,Dry,5,155,44
AA010130,f,2004,12,2019,Rainy,6,156.5,44
AA010131,f,2009,1,2017,Dry,1,122.5,25
AA010131,f,2009,1,2017,Rainy,2,124,24.5
AA010131,f,2009,1,2018,Dry,3,127.5,23.5
AA010131,f,2009,1,2018,Rainy,4,128,25
AA010131,f,2009,1,2019,Dry,5,134,35
AA010131,f,2009,1,2019,Rainy,6,134.2,37
AA010132,f,2011,4,2017,Dry,1,117,23
AA010132,f,2011,4,2017,Rainy,2,120,21
AA010132,f,2011,4,2018,Dry,3,123.5,
AA010132,f,2011,4,2018,Rainy,4,125.5,20
AA010132,f,2011,4,2019,Dry,5,127,25
AA010132,f,2011,4,2019,Rainy,6,129.8,25
AA010133,f,2015,10,2017,Dry,1,75.5,9
AA010133,f,2015,10,2017,Rainy,2,85,9.7
AA010133,f,2015,10,2018,Dry,3,85.9,8.3
AA010133,f,2015,10,2018,Rainy,4,89,11
AA010133,f,2015,10,2019,Dry,5,92,13
AA010133,f,2015,10,2019,Rainy,6,94.5,12
AA010139,f,2009,11,2017,Dry,1,120,18
AA010139,f,2009,11,2017,Rainy,2,124,25
AA010139,f,2009,11,2018,Dry,3,124.5,26.3
AA010139,f,2009,11,2018,Rainy,4,128,28
AA010139,f,2009,11,2019,Dry,5,130,30
AA010139,f,2009,11,2019,Rainy,6,137,33
AA010140,f,2011,5,2017,Dry,1,107.5,25
AA010140,f,2011,5,2017,Rainy,2,109,18
AA010140,f,2011,5,2018,Dry,3,112,19.5
AA010140,f,2011,5,2018,Rainy,4,114,22
AA010140,f,2011,5,2019,Dry,5,118,23
AA010140,f,2011,5,2019,Rainy,6,119.2,21
AA010142,m,2003,12,2017,Dry,1,136,28
AA010142,m,2003,12,2017,Rainy,2,140,29
AA010142,m,2003,12,2018,Dry,3,145,32
AA010142,m,2003,12,2018,Rainy,4,145.5,35
AA010142,m,2003,12,2019,Dry,5,152,47
AA010142,m,2003,12,2019,Rainy,6,154.3,41
AA010146,m,2006,10,2017,Dry,1,134.5,29
AA010146,m,2006,10,2017,Rainy,2,137,34
AA010146,m,2006,10,2018,Dry,3,141,35
AA010146,m,2006,10,2018,Rainy,4,143,37
AA010146,m,2006,10,2019,Dry,5,150,43
AA010146,m,2006,10,2019,Rainy,6,151.9,43
AA010147,m,2009,2,2017,Dry,1,113.5,20
AA010147,m,2009,2,2017,Rainy,2,117.5,25
AA010147,m,2009,2,2018,Dry,3,120.5,24.7
AA010147,m,2009,2,2018,Rainy,4,122,26
AA010147,m,2009,2,2019,Dry,5,124.5,25
AA010147,m,2009,2,2019,Rainy,6,127,26
AA010148,m,2011.75,9,2017,Dry,1,100.5,20
AA010148,m,2011.75,9,2017,Rainy,2,103.5,18
AA010148,m,2011.75,9,2018,Dry,3,106.5,18.2
AA010148,m,2011.75,9,2018,Rainy,4,110,21
AA010148,m,2011.75,9,2019,Dry,5,111,20
AA010148,m,2011.75,9,2019,Rainy,6,113.5,21
AA010151,m,2004,8,2017,Dry,1,135,33
AA010151,m,2004,8,2017,Rainy,2,138.5,31
AA010151,m,2004,8,2018,Dry,3,142.5,31
AA010151,m,2004,8,2018,Rainy,4,145,32
AA010151,m,2004,8,2019,Dry,5,147.5,35
AA010151,m,2004,8,2019,Rainy,6,147.5,35
AA010152,f,2017,10,2017,Dry,1,69,10
AA010152,f,2017,10,2017,Rainy,2,,
AA010152,f,2017,10,2018,Dry,3,85,10
AA010152,f,2017,10,2018,Rainy,4,87,10
AA010152,f,2017,10,2019,Dry,5,,
AA010152,f,2017,10,2019,Rainy,6,97,13
AA010156,f,2006,3,2017,Dry,1,142.5,40
AA010156,f,2006,3,2017,Rainy,2,146.5,35
AA010156,f,2006,3,2018,Dry,3,148,36.7
AA010156,f,2006,3,2018,Rainy,4,151.5,39
AA010156,f,2006,3,2019,Dry,5,152,43
AA010156,f,2006,3,2019,Rainy,6,155.3,44
AA010159,m,2003,9,2017,Dry,1,,
AA010159,m,2003,9,2017,Rainy,2,147,37
AA010159,m,2003,9,2018,Dry,3,,37.9
AA010159,m,2003,9,2018,Rainy,4,151,39
AA010159,m,2003,9,2019,Dry,5,153,41
AA010159,m,2003,9,2019,Rainy,6,,39
AA010160,m,2005,9,2017,Dry,1,,
AA010160,m,2005,9,2017,Rainy,2,120,23
AA010160,m,2005,9,2018,Dry,3,122,23
AA010160,m,2005,9,2018,Rainy,4,125,25
AA010160,m,2005,9,2019,Dry,5,126.7,26
AA010160,m,2005,9,2019,Rainy,6,128,25
AA010161,m,2010.5,6,2017,Dry,1,112.5,24
AA010161,m,2010.5,6,2017,Rainy,2,115,20
AA010161,m,2010.5,6,2018,Dry,3,117.5,20.6
AA010161,m,2010.5,6,2018,Rainy,4,120.5,22
AA010161,m,2010.5,6,2019,Dry,5,123,23
AA010161,m,2010.5,6,2019,Rainy,6,124,23
AA010162,f,2017,3,2017,Dry,1,,
AA010162,f,2017,3,2017,Rainy,2,,
AA010162,f,2017,3,2018,Dry,3,,
AA010162,f,2017,3,2018,Rainy,4,71,7
AA010162,f,2017,3,2019,Dry,5,73,8
AA010162,f,2017,3,2019,Rainy,6,79,8
AA010166,m,2006,4,2017,Dry,1,141,41
AA010166,m,2006,4,2017,Rainy,2,142,42
AA010166,m,2006,4,2018,Dry,3,145,40
AA010166,m,2006,4,2018,Rainy,4,,
AA010166,m,2006,4,2019,Dry,5,154.5,40
AA010166,m,2006,4,2019,Rainy,6,,43
AA010168,f,2010,8,2017,Dry,1,111,20
AA010168,f,2010,8,2017,Rainy,2,113.5,19
AA010168,f,2010,8,2018,Dry,3,117,19.4
AA010168,f,2010,8,2018,Rainy,4,120,19
AA010168,f,2010,8,2019,Dry,5,122.5,22
AA010168,f,2010,8,2019,Rainy,6,125.4,22
AA010170,m,2004,10,2017,Dry,1,133,35
AA010170,m,2004,10,2017,Rainy,2,135.5,33.4
AA010170,m,2004,10,2018,Dry,3,140.5,35.6
AA010170,m,2004,10,2018,Rainy,4,144.5,40
AA010170,m,2004,10,2019,Dry,5,,
AA010170,m,2004,10,2019,Rainy,6,151.3,43
AA010171,m,2007,7,2017,Dry,1,,
AA010171,m,2007,7,2017,Rainy,2,125,27
AA010171,m,2007,7,2018,Dry,3,126.5,27.4
AA010171,m,2007,7,2018,Rainy,4,129,29
AA010171,m,2007,7,2019,Dry,5,,
AA010171,m,2007,7,2019,Rainy,6,132.5,30
AA010173,f,2002,1,2017,Dry,1,149,49
AA010173,f,2002,1,2017,Rainy,2,,41.1
AA010173,f,2002,1,2018,Dry,3,,
AA010173,f,2002,1,2018,Rainy,4,,
AA010173,f,2002,1,2019,Dry,5,,
AA010173,f,2002,1,2019,Rainy,6,,42
AA010175,m,2006,2,2017,Dry,1,,
AA010175,m,2006,2,2017,Rainy,2,157,52.65
AA010175,m,2006,2,2018,Dry,3,,
AA010175,m,2006,2,2018,Rainy,4,,55
AA010175,m,2006,2,2019,Dry,5,,58
AA010175,m,2006,2,2019,Rainy,6,158.5,50
AA010180,m,2011.5,6,2017,Dry,1,106,19
AA010180,m,2011.5,6,2017,Rainy,2,109,
AA010180,m,2011.5,6,2018,Dry,3,109,13.3
AA010180,m,2011.5,6,2018,Rainy,4,115,19
AA010180,m,2011.5,6,2019,Dry,5,117,20
AA010180,m,2011.5,6,2019,Rainy,6,121,22
AA010182,f,2007,9,2017,Dry,1,129,26
AA010182,f,2007,9,2017,Rainy,2,130.5,28
AA010182,f,2007,9,2018,Dry,3,,
AA010182,f,2007,9,2018,Rainy,4,138.6,31
AA010182,f,2007,9,2019,Dry,5,140,35
AA010182,f,2007,9,2019,Rainy,6,144.5,34
AA010188,m,2012,2,2017,Dry,1,85.6,17
AA010188,m,2012,2,2017,Rainy,2,,
AA010188,m,2012,2,2018,Dry,3,93.5,16
AA010188,m,2012,2,2018,Rainy,4,99,16
AA010188,m,2012,2,2019,Dry,5,,
AA010188,m,2012,2,2019,Rainy,6,102.5,17
AA010190,f,2017,4,2017,Dry,1,,
AA010190,f,2017,4,2017,Rainy,2,,
AA010190,f,2017,4,2018,Dry,3,69,6.1
AA010190,f,2017,4,2018,Rainy,4,,
AA010190,f,2017,4,2019,Dry,5,,
AA010190,f,2017,4,2019,Rainy,6,,
AA010192,m,2010,3,2017,Dry,1,115,19
AA010192,m,2010,3,2017,Rainy,2,,
AA010192,m,2010,3,2018,Dry,3,119.5,20
AA010192,m,2010,3,2018,Rainy,4,121.5,20
AA010192,m,2010,3,2019,Dry,5,124.3,22
AA010192,m,2010,3,2019,Rainy,6,125.5,21
AA010193,m,2015,3,2017,Dry,1,69,8
AA010193,m,2015,3,2017,Rainy,2,,
AA010193,m,2015,3,2018,Dry,3,,
AA010193,m,2015,3,2018,Rainy,4,89,10
AA010193,m,2015,3,2019,Dry,5,89.3,13
AA010193,m,2015,3,2019,Rainy,6,90.8,12
AA010196,m,2007,12,2017,Dry,1,,
AA010196,m,2007,12,2017,Rainy,2,,
AA010196,m,2007,12,2018,Dry,3,142,38
AA010196,m,2007,12,2018,Rainy,4,,
AA010196,m,2007,12,2019,Dry,5,,
AA010196,m,2007,12,2019,Rainy,6,,
AA010197,m,2009,10,2017,Dry,1,102.5,16
AA010197,m,2009,10,2017,Rainy,2,105,18
AA010197,m,2009,10,2018,Dry,3,,
AA010197,m,2009,10,2018,Rainy,4,,
AA010197,m,2009,10,2019,Dry,5,,
AA010197,m,2009,10,2019,Rainy,6,,
AA010202,f,2009,3,2017,Dry,1,103,17
AA010202,f,2009,3,2017,Rainy,2,105.5,20
AA010202,f,2009,3,2018,Dry,3,108.5,17.1
AA010202,f,2009,3,2018,Rainy,4,,
AA010202,f,2009,3,2019,Dry,5,,
AA010202,f,2009,3,2019,Rainy,6,,
AA010207,f,2016,9,2017,Dry,1,72,7
AA010207,f,2016,9,2017,Rainy,2,,
AA010207,f,2016,9,2018,Dry,3,,
AA010207,f,2016,9,2018,Rainy,4,,
AA010207,f,2016,9,2019,Dry,5,,
AA010207,f,2016,9,2019,Rainy,6,,
AA010210,f,2016,5,2017,Dry,1,,
AA010210,f,2016,5,2017,Rainy,2,82,10
AA010210,f,2016,5,2018,Dry,3,86,11.3
AA010210,f,2016,5,2018,Rainy,4,89.7,11
AA010210,f,2016,5,2019,Dry,5,92,10
AA010210,f,2016,5,2019,Rainy,6,96,13
AA010213,m,1999,9,2017,Dry,1,156.5,56
AA010213,m,1999,9,2017,Rainy,2,,58
AA010213,m,1999,9,2018,Dry,3,,55
AA010213,m,1999,9,2018,Rainy,4,157.4,55
AA010213,m,1999,9,2019,Dry,5,,56
AA010213,m,1999,9,2019,Rainy,6,,55
AA010214,m,2008,12,2017,Dry,1,,
AA010214,m,2008,12,2017,Rainy,2,129,25
AA010214,m,2008,12,2018,Dry,3,130,25
AA010214,m,2008,12,2018,Rainy,4,132.6,23
AA010214,m,2008,12,2019,Dry,5,135.1,25
AA010214,m,2008,12,2019,Rainy,6,136.4,27
AA010216,f,2005,12,2017,Dry,1,150,45
AA010216,f,2005,12,2017,Rainy,2,150,41
AA010216,f,2005,12,2018,Dry,3,150,45
AA010216,f,2005,12,2018,Rainy,4,151.7,47
AA010216,f,2005,12,2019,Dry,5,152.5,50
AA010216,f,2005,12,2019,Rainy,6,153.6,50
AA010219,m,2005,6,2017,Dry,1,158.5,45
AA010219,m,2005,6,2017,Rainy,2,160,43
AA010219,m,2005,6,2018,Dry,3,160,50
AA010219,m,2005,6,2018,Rainy,4,161,47
AA010219,m,2005,6,2019,Dry,5,161.1,45
AA010219,m,2005,6,2019,Rainy,6,161.5,49
AA010221,f,2019,7,2017,Dry,1,,
AA010221,f,2019,7,2017,Rainy,2,,
AA010221,f,2019,7,2018,Dry,3,,
AA010221,f,2019,7,2018,Rainy,4,,
AA010221,f,2019,7,2019,Dry,5,,
AA010221,f,2019,7,2019,Rainy,6,61,4
AA010225,f,2012.5,6,2017,Dry,1,94,10
AA010225,f,2012.5,6,2017,Rainy,2,96,13
AA010225,f,2012.5,6,2018,Dry,3,98.5,12
AA010225,f,2012.5,6,2018,Rainy,4,101.9,13
AA010225,f,2012.5,6,2019,Dry,5,104.8,13
AA010225,f,2012.5,6,2019,Rainy,6,108.2,15
AA010227,m,2009,9,2017,Dry,1,,
AA010227,m,2009,9,2017,Rainy,2,,
AA010227,m,2009,9,2018,Dry,3,110.9,19
AA010227,m,2009,9,2018,Rainy,4,,
AA010227,m,2009,9,2019,Dry,5,115.2,20
AA010227,m,2009,9,2019,Rainy,6,,
AA010229,f,2017,2,2017,Dry,1,,
AA010229,f,2017,2,2017,Rainy,2,,
AA010229,f,2017,2,2018,Dry,3,68,8
AA010229,f,2017,2,2018,Rainy,4,,
AA010229,f,2017,2,2019,Dry,5,75.5,9
AA010229,f,2017,2,2019,Rainy,6,,
AA010232,f,2011,12,2017,Dry,1,112.5,20
AA010232,f,2011,12,2017,Rainy,2,114.3,20
AA010232,f,2011,12,2018,Dry,3,119.4,21
AA010232,f,2011,12,2018,Rainy,4,121.4,22
AA010232,f,2011,12,2019,Dry,5,123.9,22
AA010232,f,2011,12,2019,Rainy,6,,
AA010234,m,2008,9,2017,Dry,1,125,30
AA010234,m,2008,9,2017,Rainy,2,127,30
AA010234,m,2008,9,2018,Dry,3,130.4,29.9
AA010234,m,2008,9,2018,Rainy,4,134,32
AA010234,m,2008,9,2019,Dry,5,134.7,31
AA010234,m,2008,9,2019,Rainy,6,135,35
AA010235,m,2019,7,2017,Dry,1,,
AA010235,m,2019,7,2017,Rainy,2,,
AA010235,m,2019,7,2018,Dry,3,,
AA010235,m,2019,7,2018,Rainy,4,,
AA010235,m,2019,7,2019,Dry,5,,
AA010235,m,2019,7,2019,Rainy,6,55,4
AA010237,m,2006,11,2017,Dry,1,135.5,30
AA010237,m,2006,11,2017,Rainy,2,139,29
AA010237,m,2006,11,2018,Dry,3,146,42
AA010237,m,2006,11,2018,Rainy,4,150,40
AA010237,m,2006,11,2019,Dry,5,152.3,39
AA010237,m,2006,11,2019,Rainy,6,154.3,41
AA010242,f,2011,11,2017,Dry,1,114.5,18
AA010242,f,2011,11,2017,Rainy,2,117,20
AA010242,f,2011,11,2018,Dry,3,119,22
AA010242,f,2011,11,2018,Rainy,4,123.5,23
AA010242,f,2011,11,2019,Dry,5,126.2,21
AA010242,f,2011,11,2019,Rainy,6,128.5,24
AA010243,f,2016,10,2017,Dry,1,65,9.4
AA010243,f,2016,10,2017,Rainy,2,72,9
AA010243,f,2016,10,2018,Dry,3,79,11
AA010243,f,2016,10,2018,Rainy,4,81,11
AA010243,f,2016,10,2019,Dry,5,85.9,11
AA010243,f,2016,10,2019,Rainy,6,88.8,12
AA010245,m,2013.667,8,2017,Dry,1,90.5,15
AA010245,m,2013.667,8,2017,Rainy,2,94.5,15
AA010245,m,2013.667,8,2018,Dry,3,98.6,17
AA010245,m,2013.667,8,2018,Rainy,4,103.4,16.5
AA010245,m,2013.667,8,2019,Dry,5,106,18
AA010245,m,2013.667,8,2019,Rainy,6,107.6,18
AA010248,m,2017,11,2017,Dry,1,,
AA010248,m,2017,11,2017,Rainy,2,,
AA010248,m,2017,11,2018,Dry,3,,8
AA010248,m,2017,11,2018,Rainy,4,72,8
AA010248,m,2017,11,2019,Dry,5,74.5,8
AA010248,m,2017,11,2019,Rainy,6,80,9
AA010250,f,2006,7,2017,Dry,1,140.5,30
AA010250,f,2006,7,2017,Rainy,2,143,30
AA010250,f,2006,7,2018,Dry,3,145.3,43
AA010250,f,2006,7,2018,Rainy,4,146.4,39
AA010250,f,2006,7,2019,Dry,5,148,41
AA010250,f,2006,7,2019,Rainy,6,148.3,43
AA010251,f,2011,5,2017,Dry,1,107.5,15
AA010251,f,2011,5,2017,Rainy,2,109.5,15
AA010251,f,2011,5,2018,Dry,3,113.4,18
AA010251,f,2011,5,2018,Rainy,4,115.6,18
AA010251,f,2011,5,2019,Dry,5,117.8,17
AA010251,f,2011,5,2019,Rainy,6,118.4,18
AA010253,m,2010,5,2017,Dry,1,,
AA010253,m,2010,5,2017,Rainy,2,108,16
AA010253,m,2010,5,2018,Dry,3,109.5,18
AA010253,m,2010,5,2018,Rainy,4,112,20
AA010253,m,2010,5,2019,Dry,5,114.3,20
AA010253,m,2010,5,2019,Rainy,6,115.7,22
AA010257,f,2015,4,2017,Dry,1,,
AA010257,f,2015,4,2017,Rainy,2,81,10
AA010257,f,2015,4,2018,Dry,3,84.3,12
AA010257,f,2015,4,2018,Rainy,4,88.7,14
AA010257,f,2015,4,2019,Dry,5,92,14
AA010257,f,2015,4,2019,Rainy,6,94,12
AA010259,m,2007.5,6,2017,Dry,1,123.5,21.7
AA010259,m,2007.5,6,2017,Rainy,2,,21
AA010259,m,2007.5,6,2018,Dry,3,129.1,25
AA010259,m,2007.5,6,2018,Rainy,4,132.5,26
AA010259,m,2007.5,6,2019,Dry,5,133.2,28
AA010259,m,2007.5,6,2019,Rainy,6,135.7,27
AA010260,m,2018,9,2017,Dry,1,,
AA010260,m,2018,9,2017,Rainy,2,,
AA010260,m,2018,9,2018,Dry,3,,
AA010260,m,2018,9,2018,Rainy,4,57,6
AA010260,m,2018,9,2019,Dry,5,60,7
AA010260,m,2018,9,2019,Rainy,6,70.5,9
AA010263,m,2016,3,2017,Dry,1,70,10
AA010263,m,2016,3,2017,Rainy,2,77,9
AA010263,m,2016,3,2018,Dry,3,83.8,10.5
AA010263,m,2016,3,2018,Rainy,4,88.7,12
AA010263,m,2016,3,2019,Dry,5,92.9,14
AA010263,m,2016,3,2019,Rainy,6,,
AA010265,f,2015,2,2017,Dry,1,97,12
AA010265,f,2015,2,2017,Rainy,2,100.5,14
AA010265,f,2015,2,2018,Dry,3,103,13
AA010265,f,2015,2,2018,Rainy,4,106.7,14
AA010265,f,2015,2,2019,Dry,5,,
AA010265,f,2015,2,2019,Rainy,6,,
AA010269,f,2007,6,2017,Dry,1,,
AA010269,f,2007,6,2017,Rainy,2,,
AA010269,f,2007,6,2018,Dry,3,140.4,29
AA010269,f,2007,6,2018,Rainy,4,144,33
AA010269,f,2007,6,2019,Dry,5,145.8,37
AA010269,f,2007,6,2019,Rainy,6,147.3,37
AA010272,m,2005,2,2017,Dry,1,,
AA010272,m,2005,2,2017,Rainy,2,,26
AA010272,m,2005,2,2018,Dry,3,133.4,29
AA010272,m,2005,2,2018,Rainy,4,137.2,32
AA010272,m,2005,2,2019,Dry,5,139.4,36
AA010272,m,2005,2,2019,Rainy,6,143.6,35
AA010273,m,2017,7,2017,Dry,1,,
AA010273,m,2017,7,2017,Rainy,2,64.3,6
AA010273,m,2017,7,2018,Dry,3,,13
AA010273,m,2017,7,2018,Rainy,4,72,8
AA010273,m,2017,7,2019,Dry,5,77.7,10
AA010273,m,2017,7,2019,Rainy,6,82,10
AA010275,f,2010,2,2017,Dry,1,,
AA010275,f,2010,2,2017,Rainy,2,,15
AA010275,f,2010,2,2018,Dry,3,108,13
AA010275,f,2010,2,2018,Rainy,4,110.4,17
AA010275,f,2010,2,2019,Dry,5,112,18
AA010275,f,2010,2,2019,Rainy,6,114,19
AA010277,m,2006,9,2017,Dry,1,,
AA010277,m,2006,9,2017,Rainy,2,,
AA010277,m,2006,9,2018,Dry,3,135,28
AA010277,m,2006,9,2018,Rainy,4,137.6,30
AA010277,m,2006,9,2019,Dry,5,140.8,31
AA010277,m,2006,9,2019,Rainy,6,141.9,32
AA010278,m,2018,7,2017,Dry,1,,
AA010278,m,2018,7,2017,Rainy,2,,
AA010278,m,2018,7,2018,Dry,3,,
AA010278,m,2018,7,2018,Rainy,4,54,5
AA010278,m,2018,7,2019,Dry,5,63.5,7
AA010278,m,2018,7,2019,Rainy,6,69.3,8
AA010281,m,1998,1,2017,Dry,1,,
AA010281,m,1998,1,2017,Rainy,2,127,25
AA010281,m,1998,1,2018,Dry,3,128,25
AA010281,m,1998,1,2018,Rainy,4,130,25
AA010281,m,1998,1,2019,Dry,5,,
AA010281,m,1998,1,2019,Rainy,6,133.5,26
AA010282,m,2008,8,2017,Dry,1,,
AA010282,m,2008,8,2017,Rainy,2,,
AA010282,m,2008,8,2018,Dry,3,154.7,39
AA010282,m,2008,8,2018,Rainy,4,156,38
AA010282,m,2008,8,2019,Dry,5,,
AA010282,m,2008,8,2019,Rainy,6,,38
AA010284,f,2000,3,2017,Dry,1,,
AA010284,f,2000,3,2017,Rainy,2,,
AA010284,f,2000,3,2018,Dry,3,,
AA010284,f,2000,3,2018,Rainy,4,,
AA010284,f,2000,3,2019,Dry,5,,
AA010284,f,2000,3,2019,Rainy,6,104.6,15
AA010285,f,2000,4,2017,Dry,1,,
AA010285,f,2000,4,2017,Rainy,2,,
AA010285,f,2000,4,2018,Dry,3,128,25
AA010285,f,2000,4,2018,Rainy,4,,35
AA010285,f,2000,4,2019,Dry,5,,
AA010285,f,2000,4,2019,Rainy,6,,
AA010286,f,2013,5,2017,Dry,1,,
AA010286,f,2013,5,2017,Rainy,2,,
AA010286,f,2013,5,2018,Dry,3,95,12
AA010286,f,2013,5,2018,Rainy,4,99.5,12
AA010286,f,2013,5,2019,Dry,5,101.5,14
AA010286,f,2013,5,2019,Rainy,6,,
AA010289,m,2004,10,2017,Dry,1,152,29
AA010289,m,2004,10,2017,Rainy,2,156.4,36
AA010289,m,2004,10,2018,Dry,3,160.5,38
AA010289,m,2004,10,2018,Rainy,4,161,40
AA010289,m,2004,10,2019,Dry,5,163,40
AA010289,m,2004,10,2019,Rainy,6,164.5,43
AA010290,m,2010,7,2017,Dry,1,113.5,17
AA010290,m,2010,7,2017,Rainy,2,117,19
AA010290,m,2010,7,2018,Dry,3,119.5,21
AA010290,m,2010,7,2018,Rainy,4,122.5,21
AA010290,m,2010,7,2019,Dry,5,123.8,23
AA010290,m,2010,7,2019,Rainy,6,125.7,22
AA010291,m,2003,12,2017,Dry,1,159.5,40
AA010291,m,2003,12,2017,Rainy,2,165.2,44
AA010291,m,2003,12,2018,Dry,3,171,48
AA010291,m,2003,12,2018,Rainy,4,176.5,50
AA010291,m,2003,12,2019,Dry,5,177.7,60
AA010291,m,2003,12,2019,Rainy,6,,
AA010292,m,2003,6,2017,Dry,1,,
AA010292,m,2003,6,2017,Rainy,2,,
AA010292,m,2003,6,2018,Dry,3,,
AA010292,m,2003,6,2018,Rainy,4,170.2,64
AA010292,m,2003,6,2019,Dry,5,170.4,65
AA010292,m,2003,6,2019,Rainy,6,170.6,69
AA010299,f,2007,2,2017,Dry,1,142.5,28
AA010299,f,2007,2,2017,Rainy,2,145.5,33
AA010299,f,2007,2,2018,Dry,3,149.1,35
AA010299,f,2007,2,2018,Rainy,4,153,39
AA010299,f,2007,2,2019,Dry,5,158,43
AA010299,f,2007,2,2019,Rainy,6,158.2,44
AA010300,f,2009,4,2017,Dry,1,128.5,22
AA010300,f,2009,4,2017,Rainy,2,131.4,24
AA010300,f,2009,4,2018,Dry,3,135,26
AA010300,f,2009,4,2018,Rainy,4,138.6,29
AA010300,f,2009,4,2019,Dry,5,140.2,30
AA010300,f,2009,4,2019,Rainy,6,143.4,36
AA010303,m,2000,2,2017,Dry,1,171,60
AA010303,m,2000,2,2017,Rainy,2,,
AA010303,m,2000,2,2018,Dry,3,,
